"Product GID","Product handle","Product title","Metafield namespace","Metafield key","Metafield type","Metafield value"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","AVL","string","https://cdn.shopify.com/s/files/1/0028/7509/7153/t/6/assets/DSS212S-U5-AVL-1528760266703.pdf?16700442393344791133"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Compliance","string","CE, FCC Class A, RoHS 6/6 compliant"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Cooling","string","Each node: 5x 40 mm fans"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","DIMENSIONS","string","System: 26.5""x19""x3.5"" (LxWxH) Packaging: 37""x25.2""x13.8""(LxWxH)"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Drive-Bays","string","12 hot-swap 3.5"" 12G/6G SAS/SATA drive bay; Each node: 2x internal 2.5"" 7mm for OS drive bays"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Environmental","string","Operating Temperature: 0°C to 35°C Non-Operating Temperature: -20°C to 70°C Humidity: 5% to 95% non-condensing"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Logistic","string","HTS Code: 8473 30 5100; ECCN: 4A994"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Ordering-Info","string","2U 12 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP 1200W HRP"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Product-Brief","string","https://cdn.shopify.com/s/files/1/0028/7509/7153/t/6/assets/DuraStreams_Intel_ProductBrief_Premio-1528760266710.pdf?3059086511747005525"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","resource_AVL","string","DSS212S-U5-AVL"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","resource_BIOS","string","X11SPW7_606"
"gid://shopify/Product/1774388805702","dss212s-u5-2u-12-bay-3-5-hdd-12g-sas-redundant-node-single-xeon-sp","DSS212S-U5 2U 12 BAY 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE XEON SP","global","Supported-OS","string","Windows 2016, 2012 R2, RHEL 7.3/6.9, SLES 12 SP2/11 SP4, Fedora 25, FreeBSD 11/10.3, Centos 7.0, For other OS please contact us"
